,msg_id,from_id,from_username,from_name,group_id,chat_name,msg_text,day_timestamp,year,month,day,hour,minute,second
49,2055,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),Например у меня могут лежать бомбы в сканере. Готовые. Со всеми задачами и вопросами. Ну или вообще можно заранее це_из_39_по_2 вариантов насканировать заранее.,1705006800.0,2024,1,12,14,38,41
50,2054,129373523,lKhoroshenina,Лилия Олеговна,1935491788,[a23] Машинное обучение (ML),"А зачем камеру разворачивать? Если дописал, то чем тебе уже поможет компьютер?) к ручке же уже все равно нельзя тянуться",1705006800.0,2024,1,12,14,36,39
51,2053,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Кстати да, это удобно, я тоже ей пользуюсь",1705006800.0,2024,1,12,14,35,49
52,2052,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Да,1705006800.0,2024,1,12,14,35,13
53,2051,698131583,egorovpavel26,Павел Егоров,1935491788,[a23] Машинное обучение (ML),"У кого проблемы с программой перевода в pdf, попробуйте Adobe Scan. Бесплатная версия. Мобильная версия закроет все вопросы",1705006800.0,2024,1,12,14,35,3
54,2050,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),Тогда вариант отсканировать на компе (можно например камеру ноута развернуть на процесс сканирования) и и компа уже пдф залить в энитаск - так норм?,1705006800.0,2024,1,12,14,35,0
55,2049,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Всё, что не является единым пдф игнорируется",1705006800.0,2024,1,12,14,33,36
56,2048,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Не ок,1705006800.0,2024,1,12,14,33,20
57,2047,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Можно,1705006800.0,2024,1,12,14,33,16
58,2046,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),Не у всех они есть. И ставить такое приложение и разбираться с ним - так себе пререквизит. Особенно за 10 минут.  Просто джипеги с телефона - ок?,1705006800.0,2024,1,12,14,32,53
59,2045,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Не нужен,1705006800.0,2024,1,12,14,31,56
60,2044,392166004,Nadya_Gera,Надежда Гераськина,1935491788,[a23] Машинное обучение (ML),"+
например в задаче подсчета энтропии есть логарифмы
в уме не посчитать",1705006800.0,2024,1,12,14,31,13
61,2043,383003186,Poskrebyshev17,Sergey,1935491788,[a23] Машинное обучение (ML),Есть приложения для телефона,1705006800.0,2024,1,12,14,28,32
62,2042,301781882,Aragosu,Владислав,1935491788,[a23] Машинное обучение (ML),"Ещё вопрос, когда я сфоткаю листы, отложу их, могу ли я зайти на сторонний сервис в инете чтобы скрепить все в один пдф файл?",1705006800.0,2024,1,12,14,26,46
63,2041,595491356,Iam_PrP,Someth1ng,1935491788,[a23] Машинное обучение (ML),То есть вопросов не будет никаких ?,1705006800.0,2024,1,12,14,25,49
64,2040,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Просто самостоятельно сдаёте досрочно в энитаск.,1705006800.0,2024,1,12,14,25,8
65,2039,595491356,Iam_PrP,Someth1ng,1935491788,[a23] Машинное обучение (ML),А как тогда быть ?,1705006800.0,2024,1,12,14,24,32
66,2038,454405557,FK_z11,Костя Сергеев,1935491788,[a23] Машинное обучение (ML),Калькулятор будет нужен?,1705006800.0,2024,1,12,14,24,26
67,2037,5036101925,vadim_mipt,Vadim S,1935491788,[a23] Машинное обучение (ML),Паспорт нужен ?,1705006800.0,2024,1,12,14,23,55
68,2036,394002992,malyushitsky,Кирилл,1935491788,[a23] Машинное обучение (ML),Ок,1705006800.0,2024,1,12,14,7,49
69,2035,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Нет,1705006800.0,2024,1,12,14,7,22
70,2034,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Да,1705006800.0,2024,1,12,14,7,19
71,2033,394002992,malyushitsky,Кирилл,1935491788,[a23] Машинное обучение (ML),"И что если захочется досрочно сдать, надо как-то сигнализировать?",1705006800.0,2024,1,12,14,6,29
72,2032,394002992,malyushitsky,Кирилл,1935491788,[a23] Машинное обучение (ML),А по времени контролирующие будут ориентировать? (Например когда надо будет начинать переходить к сканированию листков),1705006800.0,2024,1,12,14,5,57
73,2031,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Да.,1705006800.0,2024,1,12,14,3,44
74,2030,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Дописал объявление,1705006800.0,2024,1,12,14,3,37
75,2028,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Upd.
Сама работа пишется 80 минут. Отдельно до 10 минут даётся на загрузку. Во время них нельзя продолжать писать. Продолжающие писать после завершения основного будут удалены с контрольной, а работы аннулированы и не проверяются. Работы, сданные после истечения времени на загрузку аннулируются и не проверяются.",1705006800.0,2024,1,12,13,52,27
76,2027,5036101925,vadim_mipt,Vadim S,1935491788,[a23] Машинное обучение (ML),"Можно клетчатый листок, а то у меня чистые закончились?",1705006800.0,2024,1,12,13,41,14
77,2026,167830017,to_sergeyV,Sergey V,1935491788,[a23] Машинное обучение (ML),"Получается, время на фото листов и сборку в pdf тоже будет входить в 80 мин?",1705006800.0,2024,1,12,13,39,57
78,2025,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"В энитаск, написал в общий канал",1705006800.0,2024,1,12,13,34,55
79,2024,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Коллеги, большая просьба подходить на контрольную немного заранее, минут за 10 хотя бы, чтобы вы успели настроиться. В 18 начинаем инструктаж и стартуем.

Зум: https://us06web.zoom.us/j/83113495060?pwd=EOpv40wZlyrAGRZb23pbYeQJwbbHe8.1

Сдавать контрольную будем в Энитаск. Задача для этого появится в начале контрольной, дедлайн сдачи выставится как старт КР + 80 минут.",1705006800.0,2024,1,12,13,34,34
80,2023,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),А потом это как отправлять? емейл? Телеграм?,1705006800.0,2024,1,12,13,32,30
81,2022,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Разверните по возможности. Но это не критично. Можно просто отсканировать на телефон, это обычно быстрее.",1705006800.0,2024,1,12,13,30,52
82,2021,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),"Кстати. А сканировать потом как? камеру на сканнер разворачивать? Вот допустим у меня камера на ноуте. И я могу ноут расположить чтобы было видно все. Но сканнер - на настольном компе, он будет выключен в процессе, но потом  мне придется его включить чтобы отсканировать работу.",1705006800.0,2024,1,12,13,29,17
83,2020,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),"Отодвинуть его от себя, чтобы вас было видно. Разместить его так, чтобы вы помещались в кадр. Более точные действия зависят непосредственно от вашего интерьера, но это вполне реальная задача.",1705006800.0,2024,1,12,13,28,36
84,2019,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Да,1705006800.0,2024,1,12,13,26,28
85,2018,219384956,vlada_t,Vlada,1935491788,[a23] Машинное обучение (ML),Добрый день! Тоже задаюсь таким вопросом 🤔,1705006800.0,2024,1,12,13,20,3
86,2017,6447274642,dsaperov,Дмитрий Саперов,1935491788,[a23] Машинное обучение (ML),"@anastasia_rysmyatova, подскажи пожалуйста, можно ли на контрольной использовать один из листков в качестве черновика и не прикреплять его в итоговый PDF?",1705006800.0,2024,1,12,13,9,49
87,2016,6447274642,dsaperov,Дмитрий Саперов,1935491788,[a23] Машинное обучение (ML),Спасибо),1705006800.0,2024,1,12,13,2,59
88,2015,237028854,assolkubaeva,Ассоль Кубаева,1935491788,[a23] Машинное обучение (ML),"Суть автомата как раз в том, что за экзамен автоматом выставляется какая-то оценка (обычно равная накопу).
Получить за экзамен 0 может кто угодно и без автомата, экзамен неблокирующий)",1705006800.0,2024,1,12,12,59,21
89,2013,355188306,AlinaLukmanova,Алина,1935491788,[a23] Машинное обучение (ML),"Кажется, предусмотрено в этом случае деление на 0,8",1705006800.0,2024,1,12,12,56,20
90,2012,6447274642,dsaperov,Дмитрий Саперов,1935491788,[a23] Машинное обучение (ML),"Получается, в случае с автоматом максимально возможная оценка за курс - это 8 (т.к. экзамен имеет вес 0.2)?",1705006800.0,2024,1,12,12,55,38
91,2011,301781882,Aragosu,Владислав,1935491788,[a23] Машинное обучение (ML),"Насколько я помню:
- по контрольной нужно набрать от 6 баллов и выше, чтобы иметь возможность получить автомат.
- на экзамен можно не идти, тогда оценка по нему будет 0, и в оценку курса идут баллы с домашек/степика/кр",1705006800.0,2024,1,12,12,22,25
92,2010,262511011,salnikovev,Evgeniy Salnikov,1935491788,[a23] Машинное обучение (ML),"Правильно понимаю 1 - контрольная блокирует автомат, но не весь курс. 2 - экзамен не блокирует весь курс.",1705006800.0,2024,1,12,12,17,57
93,2009,394002992,malyushitsky,Кирилл,1935491788,[a23] Машинное обучение (ML),Как планируется выдавать билеты?,1705006800.0,2024,1,12,12,17,6
94,2008,497800113,DDmmiittrryy,Dmitry Shiltsov 🇪🇸 🇷🇺 🏴‍☠,1935491788,[a23] Машинное обучение (ML),"А какие-то другие способы поднять балл за курс планируются? Доп домашки, бонусные тесты и тп?",1705006800.0,2024,1,12,12,16,33
95,2007,301781882,Aragosu,Владислав,1935491788,[a23] Машинное обучение (ML),Нет,1705006800.0,2024,1,12,12,12,51
96,2006,301781882,Aragosu,Владислав,1935491788,[a23] Машинное обучение (ML),"Здравствуйте, а пересдача контрольной предусмотрена?",1705006800.0,2024,1,12,12,12,51
97,2005,2037724486,dariakar,Daria 💞,1935491788,[a23] Машинное обучение (ML),а пересдача будет по кр?,1705006800.0,2024,1,12,12,12,35
98,2004,301781882,Aragosu,Владислав,1935491788,[a23] Машинное обучение (ML),Скорее 1 из 10 возможных баллов за курс,1705006800.0,2024,1,12,12,11,34
99,2003,426770971,professor322,Nikolai Kochetkov,1935491788,[a23] Машинное обучение (ML),"А я ведь правильно понимаю, что контрольная весит 0.1 от всей оценки за курс?
Посмотрел на вики курса. Насколько это актуальная информация?",1705006800.0,2024,1,12,12,3,44
100,2002,185592890,IshamUf,Ars,1935491788,[a23] Машинное обучение (ML),"Ребят, немного запутался, а в случае ноутбука, что делать?",1705006800.0,2024,1,12,10,46,42
101,2001,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Нет,1705006800.0,2024,1,12,7,3,30
102,2000,2019882848,Ainur_zzz,Ainur,1935491788,[a23] Машинное обучение (ML),"Здравствуйте, а пересдача контрольной предусмотрена?",1705006800.0,2024,1,12,5,20,57
103,1999,415121465,moretskayalv,Мила,1935491788,[a23] Машинное обучение (ML),Спасибо!,1704920400.0,2024,1,11,18,21,31
104,1998,974995090,planqua,Albina,1935491788,[a23] Машинное обучение (ML),"О боже, где же была эта ссылка, когда я готовилась к устной сдаче? 😭",1704920400.0,2024,1,11,18,20,52
105,1997,271928769,rya_imperec,Anton,1935491788,[a23] Машинное обучение (ML),спасибо огромное!),1704920400.0,2024,1,11,18,17,41
106,1996,271928769,rya_imperec,Anton,1935491788,[a23] Машинное обучение (ML),"это что же, получается, я зря все лекции пересматривал с курсом одс?",1704920400.0,2024,1,11,18,17,32
107,1995,5164845558,mariya_math,Maria,1935491788,[a23] Машинное обучение (ML),"Вообще это есть в лекциях Соколова. Если кратко, то вот  тут выжимка из его лекций (практически наш список вопросов), вопрос 40 

https://samoed.github.io/posts/mo1/",1704920400.0,2024,1,11,18,16,25
108,1994,271928769,rya_imperec,Anton,1935491788,[a23] Машинное обучение (ML),"спасибо, слава б-гу",1704920400.0,2024,1,11,18,16,1
109,1993,5164845558,mariya_math,Maria,1935491788,[a23] Машинное обучение (ML),"Да, одинаковая",1704920400.0,2024,1,11,18,14,20
110,1992,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),кр одинаковая у обоих групп?,1704920400.0,2024,1,11,18,13,46
111,1991,5164845558,mariya_math,Maria,1935491788,[a23] Машинное обучение (ML),"Это 39 вопрос? Вот он исключен , если что",1704920400.0,2024,1,11,18,13,20
112,1990,271928769,rya_imperec,Anton,1935491788,[a23] Машинное обучение (ML),"привет! ребят, кто-нибудь знает, кто этот ваш переподбор прогнозов в листьях решающих деревьев в градиентном бустинге? мб есть какие-то статьи?",1704920400.0,2024,1,11,18,12,47
113,1989,266645599,anton_a_i,Антон,1935491788,[a23] Машинное обучение (ML),"Добрый вечер, коллеги. Контрольная работа пройдёт 12-го января в 18.00.

Правила:
Пишем 1 пару (80 минут). Необходимо будет включить одну камеру так, чтобы было видно вас и стол. Пожалуйста, потренируйтесь заранее.

Пользоваться ничем нельзя, читлистов нет. Проктор может попросить включить демонстрацию экрана.

Работа выполняется ручкой на бумаге. По завершении работы необходимо отсканировать работу, собрать в один pdf-файл с правильной ориентацией листов. За неверный формат сдачи оценка будет снижена. Ссылка для сдачи работы будет предоставлена в начале контрольной.

Распределение по зумам будет выслано перед контрольной.",1704920400.0,2024,1,11,17,59,57
114,1988,595491356,Iam_PrP,Someth1ng,1935491788,[a23] Машинное обучение (ML),"Добрый вечер. Подскажите, пожалуйста, у нас ведь на кр будет 2 камеры и она начианется у нас в 18:00?",1704920400.0,2024,1,11,17,53,7
115,1987,394002992,malyushitsky,Кирилл,1935491788,[a23] Машинное обучение (ML),А есть какая-то ссылка тестовая по которой можно проверить камеру и трансляцию экрана планшета?,1704920400.0,2024,1,11,15,46,13
116,1986,383003186,Poskrebyshev17,Sergey,1935491788,[a23] Машинное обучение (ML),"Верно для выборки, для генеральной совокупности скорее нет",1704920400.0,2024,1,11,15,16,8
117,1985,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),ну тогда второе утверждение верное),1704920400.0,2024,1,11,15,15,37
118,1984,383003186,Poskrebyshev17,Sergey,1935491788,[a23] Машинное обучение (ML),"Ну так это о чем говорит? )) Смещение выборки данных от генеральной совокупности, нужна калибровка",1704920400.0,2024,1,11,15,15,9
119,1983,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),"даже на ""хороших"" данных кривая не идеальная",1704920400.0,2024,1,11,15,15,6
120,1982,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),ну реально регрессия далеко не всегда реальную вероятность предсказывает) зависит от данных и модели,1704920400.0,2024,1,11,15,14,38
121,1981,383003186,Poskrebyshev17,Sergey,1935491788,[a23] Машинное обучение (ML),Т.е из правдоподобия получают логлосс,1704920400.0,2024,1,11,15,13,56
122,1980,383003186,Poskrebyshev17,Sergey,1935491788,[a23] Машинное обучение (ML),Тот же учебник Яндекса,1704920400.0,2024,1,11,15,13,31
123,1979,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),мы на кр придерживаемся 1ой теории?),1704920400.0,2024,1,11,15,8,56
124,1978,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),Из учебника Яндекса,1704920400.0,2024,1,11,15,8,17
125,1977,1670797339,Chew13,Aleksandr Chuprin,1935491788,[a23] Машинное обучение (ML),Из конспекта Евгения Соколова,1704920400.0,2024,1,11,15,8,9
126,1976,338532746,roman_zalesinskii,Roman,1935491788,[a23] Машинное обучение (ML),"Видео с 3 консультации по МЛ перед контрольной.
https://youtu.be/6JG_KXST0mE
первая  вторая 
Разобрали вопросы 37, 6, 20, 21 
Материалы и ссылки:
Вопросы 
Сообщение с ссылками на задачи 
Ссылка на материалы курса ФКН 

Контрольная пройдет в 18:00 12.01.23 24
Формат - онлайн в zoom.",1704920400.0,2024,1,11,10,45,16
127,1975,46381840,anastasia_rysmyatova,Anastasia Rysmyatova,1935491788,[a23] Машинное обучение (ML),Вот тут верная информация,1704920400.0,2024,1,11,10,9,29
128,1974,46381840,anastasia_rysmyatova,Anastasia Rysmyatova,1935491788,[a23] Машинное обучение (ML),19 и 29 не полностью исключены,1704920400.0,2024,1,11,10,8,34
129,1972,392166004,Nadya_Gera,Надежда Гераськина,1935491788,[a23] Машинное обучение (ML),"Добрый день!
меня тоже очень сильно волнует этот вопрос)
действительно ли это так?",1704920400.0,2024,1,11,9,30,36
130,1971,338532746,roman_zalesinskii,Roman,1935491788,[a23] Машинное обучение (ML),"да, конечно. завтра с утра будет",1704834000.0,2024,1,10,15,23,0
131,1970,2037724486,dariakar,Daria 💞,1935491788,[a23] Машинное обучение (ML),"сделаете , пожалуйста, запись?",1704834000.0,2024,1,10,15,18,10
132,1969,2037724486,dariakar,Daria 💞,1935491788,[a23] Машинное обучение (ML),а будет запись консультации?,1704834000.0,2024,1,10,15,17,52
133,1968,338532746,roman_zalesinskii,Roman,1935491788,[a23] Машинное обучение (ML),https://www.google.com/url?q=https://us06web.zoom.us/j/83599644909?pwd%3D8ahUdgOb1UPlqwIXuAatwLEz0AMogY.1&sa=D&source=calendar&usd=2&usg=AOvVaw0WX_bvxg7Cj4m7Fn7PaCrN,1704834000.0,2024,1,10,15,6,39
134,1967,335574223,steelrat1997,Константин Кондрашов,1935491788,[a23] Машинное обучение (ML),"Ага, спасибо! А ссылка есть?",1704834000.0,2024,1,10,15,6,18
135,1966,5164845558,mariya_math,Maria,1935491788,[a23] Машинное обучение (ML),Будет короткая у Анастасии,1704834000.0,2024,1,10,15,5,58
136,1965,335574223,steelrat1997,Константин Кондрашов,1935491788,[a23] Машинное обучение (ML),"В расписании стоит консультация, она будет?",1704834000.0,2024,1,10,15,5,58
137,1964,335574223,steelrat1997,Константин Кондрашов,1935491788,[a23] Машинное обучение (ML),А что насчёт консультации сегодня? Почему-то никаких сообщений об этом в general нету,1704834000.0,2024,1,10,15,4,34
138,1962,263945854,mzekhov,Матвей Зехов,1935491788,[a23] Машинное обучение (ML),Да,1704834000.0,2024,1,10,11,29,40
139,1961,2037724486,dariakar,Daria 💞,1935491788,[a23] Машинное обучение (ML),"Подскажите еще по поводу кр 
По завершении допускается же взять телефон, чтоб сфотографировать и отправить листы ?",1704834000.0,2024,1,10,11,18,58
140,1960,2037724486,dariakar,Daria 💞,1935491788,[a23] Машинное обучение (ML),"Ага, спасибо большое!!",1704834000.0,2024,1,10,11,18,12
